"1","20160226144301","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"2","20160226144310","0.00","0.00","0.00","23","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"3","20160226144319","0.00","0.00","0.00","23","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"4","20160226144329","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"5","20160226144338","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"6","20160226144347","0.00","0.00","0.00","23","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"7","20160226144357","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"8","20160226144406","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"9","20160226144415","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"10","20160226144425","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"11","20160226144434","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"12","20160226144443","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"13","20160226144453","0.00","0.00","0.00","22","6","166","****","****","91","0.00","0.000000","0.000000","P0000","1","20","****","****","****","****","****","****"
"1","20160226144528","0.00","0.00","768","22","6","166","****","****","90","2.191600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"2","20160226144537","0.00","0.00","832","23","6","166","****","****","90","2.191600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"3","20160226144546","0.00","0.00","768","23","6","166","****","****","90","2.191600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"4","20160226144556","2","0.00","768","24","6","166","****","****","90","7.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"5","20160226144605","11","2","768","25","6","166","****","****","90","2.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"6","20160226144615","7","2","960","26","6","166","****","****","91","3.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"7","20160226144624","19","4","1344","27","6","166","****","****","93","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"8","20160226144633","44","8","1920","28","6","166","****","****","178","2.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"9","20160226144642","38","11","1216","29","6","166","****","****","92","2.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"10","20160226144652","42","14","1344","31","6","166","****","****","94","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"11","20160226144701","0.00","14","832","33","6","166","****","****","91","2.191600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"12","20160226144710","0.00","13","768","34","6","166","****","****","91","2.191600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"13","20160226144720","23","13","1600","35","6","166","****","****","110","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"14","20160226144729","16","13","1152","36","6","166","****","****","93","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"15","20160226144738","25","14","832","38","6","166","****","****","93","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"16","20160226144747","0.00","14","768","39","6","166","****","****","91","2.191600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"17","20160226144756","0.00","13","768","39","6","166","****","****","91","2.191600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"18","20160226144806","21","13","1472","40","6","166","****","****","107","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"19","20160226144815","22","13","960","41","6","166","****","****","93","2.091600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"20","20160226144824","4","13","768","42","6","166","****","****","91","4.091600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"21","20160226144833","0.00","13","768","43","6","166","****","****","91","2.191600","0.000000","0.000000","P0000","1","14","****","****","****","****","****","****"
"22","20160226144843","38","13","1664","43","6","166","****","****","143","2.091600","0.000000","0.000000","P0000","1","15","****","****","****","****","****","****"
"23","20160226144852","69","15","1792","44","6","166","****","****","186","2.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"24","20160226144901","70","18","1792","46","6","166","****","****","99","2.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
"25","20160226144911","90","20","2304","48","6","166","****","****","185","2.091600","0.000000","0.000000","P0000","1","16","****","****","****","****","****","****"
